id,match_id,player_id,round,question_id,position
00098890-e07c-42df-a8a9-7ee87a8bb27c,bc52c02f-c108-46d4-b4b3-5d895228e21a,e88fc19d-55f9-4b38-8d9f-ef9a4b3eaaa8,1,0463a4a2-50f0-482f-971a-22e359942d64,4
000a9d45-44d0-47f4-b766-7e1f1787d897,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,62a7049a-58b9-4cf0-b212-e0725d53e408,2,6185e924-c1a4-46e8-8036-f78df9338ff4,1
001ff866-48f1-41c8-880d-ce572e5f1ffa,00d28983-7122-4446-8521-20d968b095c2,b773799d-ec85-4048-b41d-377dbbb90428,3,491bd851-637b-4861-ac7c-7ee9074f3a26,5
0027d850-da3b-4b1e-9891-36fbebcd142f,00d28983-7122-4446-8521-20d968b095c2,d2cc9192-79c1-4661-aa74-498d85610733,1,c3eaade7-c12a-40bb-8f90-67a74480702c,2
004fbc18-9549-4fce-a021-e8f57320a65d,8c94b08a-6f86-4e05-816f-78fe60450f4b,6eff57af-4564-4ba8-9776-5d3e11000f9b,2,2c78ef21-acfd-43b3-97e2-0654fea58b80,5
0052a1cd-29f3-4c4f-94ad-6088b16d91ea,144cd33d-4b84-4fab-9d50-e39ca3e1821d,deb58a3a-c055-4485-abef-86475b341fe0,3,491bd851-637b-4861-ac7c-7ee9074f3a26,3
00696213-53c1-4389-9dcc-ffbc06c7f401,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,250adf3d-9d17-47ad-8add-9edbb97e86ab,1,c1b8ea0b-512d-46ac-b9fe-8a0c40dcea2a,4
00a96594-705c-4371-90ba-5146cec778e3,1d656a24-a6d3-4e9d-a6ce-293e1f039e85,505c323c-dcfe-437f-b307-3df2c6f02d9d,3,fcc9a388-7489-4348-a707-3e8357065607,4
00b03446-49ba-4d3e-8585-64ba7dda43c4,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,c9fa6aac-52b5-4cfc-949c-a19387b92395,3,791d445f-3889-4c28-8209-a471b2d254a6,2
00bad61d-e7a2-41fa-ad64-4a6f1c960bd7,8203b2f9-5954-4281-ac8a-c3a4014c0314,a47eb089-62c2-443c-8399-2c69bf46986a,2,99de7c88-3e2a-4dfc-89f9-9697673ccffb,2
00c30c4e-bf90-48e2-b61d-4cb5be617a75,144cd33d-4b84-4fab-9d50-e39ca3e1821d,d01565be-f45f-4183-a313-3165ce537bfa,2,1c09cdef-0412-4920-b2e6-71998065319e,2
00c7f354-a6be-4508-8b44-2b2a2924b5b5,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,94f5606d-9099-46a6-ad3d-7ca22fe09547,3,6ceb370b-0a49-429b-bd13-bc61b51acf12,5
00f6dd99-9066-4527-9c73-f9728cd43d9c,8c94b08a-6f86-4e05-816f-78fe60450f4b,391c1b46-4561-4c15-b864-a0028f2dec88,3,5ba8fb1a-5342-4e59-b819-6b101c8ad3a9,2
011e6e0f-0a4e-43ce-85ae-ccc7b595090b,bc52c02f-c108-46d4-b4b3-5d895228e21a,b79859d3-8e85-48a8-80ca-1369d933181c,1,0463a4a2-50f0-482f-971a-22e359942d64,4
0133ceae-37c7-436f-b055-088107746388,8203b2f9-5954-4281-ac8a-c3a4014c0314,d9ee90d3-84bd-4de0-a34b-ab9f092ec519,2,c458e139-4604-4cd5-9d60-9f8f4920633e,3
01443de7-5a48-4230-a054-39adb5c2263a,144cd33d-4b84-4fab-9d50-e39ca3e1821d,e26f0c79-78c8-4d2c-a4c1-9119f0d47aae,2,1c09cdef-0412-4920-b2e6-71998065319e,2
01469ab9-93fe-4e3f-8388-33bea98bcc37,bc52c02f-c108-46d4-b4b3-5d895228e21a,2e431faf-f302-4d93-a698-a10170dfbcc7,2,28631c4e-2145-4ced-9b18-60d512d9d5fc,1
014ee1f8-03b1-4961-a805-0fe6da7a5617,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,98a3eb01-ef22-4f83-ac46-223a12430d21,3,5ba8fb1a-5342-4e59-b819-6b101c8ad3a9,3
014efd8d-73fc-4fa4-9b1b-8e00a1fae2c2,00d28983-7122-4446-8521-20d968b095c2,d2cc9192-79c1-4661-aa74-498d85610733,1,c1b8ea0b-512d-46ac-b9fe-8a0c40dcea2a,3
